No.,채널,날짜,작성자,제목,URL,세대
47,맘스홀릭 베이비,20211030,와니*******,"벌써 어린이집 다닌지도 2학기가 넘어서 내년이 다가오기가 머지 않았네요 
? 
아이 어...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=58018243&referrerAllArticles=false,3040대
48,호평내맘놀이터,20211030,민이****,"식기세척기 설치하려면 하부장을 시공해야하는데 
혹시 나중에 이사할때 식기세척기 가져가려면...",https://cafe.naver.com/ArticleRead.nhn?clubid=25530129&userDisplay=50&boardtype=L&articleid=747029&referrerAllArticles=false,3040대
49,셀프인테리어 마이홈,20211030,구운***,식기세척기 매장 전자랜드 하이마트에 있나요?,https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=632759&referrerAllArticles=false,3040대
50,아이러브오송,20211030,모쿠**,싱크대교체하다가 식기세척기 손잡이가 고장이 났는데 부품이 없다해요.혹시 빌트인 식기세척기 ...,https://cafe.naver.com/ArticleRead.nhn?clubid=19006932&userDisplay=50&boardtype=L&articleid=393831&referrerAllArticles=false,3040대
51,붇옹산의 부동산스터디,20211030,하늘*,애초에 설거지론이 능력없어서 결혼에 실패한 방구석 찐따 도태남들이 정신승리하는글인데(그런여...,https://cafe.naver.com/ArticleRead.nhn?clubid=12730407&userDisplay=50&boardtype=L&articleid=3304219&referrerAllArticles=false,3040대
52,계양구맘우리끼리,20211030,귤현****,"오늘 아침 홈쇼핑 보다 
홀린듯 사버렸습니다.... 
 
사은품도 좋아보여서 ㅋㅋㅋ ...",https://cafe.naver.com/ArticleRead.nhn?clubid=27768554&userDisplay=50&boardtype=L&articleid=329818&referrerAllArticles=false,3040대
53,순광맘,20211030,쏠이********,"12인용 빌트인 된 식세기 떼서 갈 경우 
? 
싱크장 복구비 얼마나 들까요? 
? ...",https://cafe.naver.com/ArticleRead.nhn?clubid=20479493&userDisplay=50&boardtype=L&articleid=3843324&referrerAllArticles=false,3040대
54,맘스홀릭 베이비,20211030,우연****,"안녕하세요. 
아기출산하고 조리원2주 + 산후도우미2주 후에 
시어머님이 집에 오셔서 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=58013602&referrerAllArticles=false,3040대
55,동탄맘들 모여라,20211030,은은***,"내년 1~2월에 구축아파트 인테리어 할 예정이에요~ 
어린 애들 육아하면서 인테리어 어떻...",https://cafe.naver.com/ArticleRead.nhn?clubid=12905973&userDisplay=50&boardtype=L&articleid=5505327&referrerAllArticles=false,3040대
56,셀프인테리어 마이홈,20211030,루루**,"사진과 같이 구조변경하려고 합니다 
문제는 ㄱ자 씽크대로 하는데 사진과 같이 밥솥붙박이를...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=632511&referrerAllArticles=false,3040대
57,창원 줌마렐라,20211030,jj*****,--------------------------------------------------...,https://cafe.naver.com/ArticleRead.nhn?clubid=14793916&userDisplay=50&boardtype=L&articleid=5748441&referrerAllArticles=false,3040대
58,나눔카페,20211030,매일*********,경제학자 존 메이너드 케인스는 <우리 손주 세대의 경제 가능성 >에서 2030년엔 15시간...,https://cafe.naver.com/ArticleRead.nhn?clubid=18391491&userDisplay=50&boardtype=L&articleid=2134554&referrerAllArticles=false,3040대
59,붇옹산의 부동산스터디,20211029,첫눈**,"월세 처음 내보려고 합니다 
? 
집에 애들이 벽지나 필름지에 낙서를 조금 한게 있어요...",https://cafe.naver.com/ArticleRead.nhn?clubid=12730407&userDisplay=50&boardtype=L&articleid=3303482&referrerAllArticles=false,3040대
60,MLB파크,20211029,Do*******,"오늘 식기세척기 빌트인 설치했습니다. 
설거지 해방되서 너무 기쁘네요 ㅠㅜ 
외벌이 쌍...",http://mlbpark.donga.com/mp/b.php?id=202110290061891203&p=1261&b=bullpen&m=view&select=&query=&user=&site=donga.com,3040대
61,맘스홀릭 베이비,20211029,시크*****,저녁설겆이 끝내고 건조된 빨래를 개다 아이 내복 목부분솔기가 다 튿어져 버리려고하는데 남편...,https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=58010923&referrerAllArticles=false,3040대
62,맘스홀릭 베이비,20211029,8룰****,식기세척기 세제 사려니까 종류가 너무 많아서 고르기 힘드네요~~@@ 추천부탁드릴께요~~,https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=58010654&referrerAllArticles=false,3040대
63,레몬테라스5,20211029,비비*,"인덕션 가로너비가 65cm인데요 ㅜ 
식세기하고 5센티 정도 걸치는데 괜찮은걸까요? 
...",https://cafe.naver.com/ArticleRead.nhn?clubid=10298136&userDisplay=50&boardtype=L&articleid=28421060&referrerAllArticles=false,3040대
64,오산세교맘,20211029,미나***,"작동이 안되어도 괜찮은데 
식기세척기 버릴만한거 있는 분 계실까요? 
꼭 좀 필요해서 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=19476767&userDisplay=50&boardtype=L&articleid=723335&referrerAllArticles=false,3040대
65,맘스홀릭 베이비,20211029,프링***,"드디어 식세기 이모님을 모셨어요 
7개월아기 있어서 이유식 그릇들이 많고 
저희는 집밥...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=58009362&referrerAllArticles=false,3040대
66,수원맘 모여라,20211029,김군****,"판매자는 아래 사항을 꼭 기입해주세요. 
? 
1. 사는 동: 정자동 
? 
2. ...",https://cafe.naver.com/ArticleRead.nhn?clubid=13276223&userDisplay=50&boardtype=L&articleid=6816573&referrerAllArticles=false,3040대
67,이혼에서 재혼까지/이재모2,20211029,딸바**,"지금 사는 집은 제가 직접 셀프 줄눈 시공을 했죠 
삐뚤해도 줄눈 자체는 물론 이쁩니다 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=10095011&userDisplay=50&boardtype=L&articleid=2061997&referrerAllArticles=false,3040대
68,울산맘 모여라,20211029,예원******,추천하시는 분들은 어디 제품을 쓰고계실까요?,https://cafe.naver.com/ArticleRead.nhn?clubid=19611711&userDisplay=50&boardtype=L&articleid=2581127&referrerAllArticles=false,3040대
69,셀프인테리어 마이홈,20211029,가을***,"기사님은 액체세제는 되도록 쓰지말라 하시는데 
액체세제를 주문해서ㅠ 
비스포크 쓰시는분...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=632230&referrerAllArticles=false,3040대
70,동탄투맘,20211029,so********,"부영12월에 전세입주하려는데요 
집주인분이 괜찮다하면 
식기세척기를 놓고싶어요. 
원...",https://cafe.naver.com/ArticleRead.nhn?clubid=24660992&userDisplay=50&boardtype=L&articleid=1639564&referrerAllArticles=false,3040대
71,동탄맘들?모여라3,20211029,핑크**,고장났거나 버리실거나 필요없는 식세기 구합니다,https://cafe.naver.com/ArticleRead.nhn?clubid=12905973&userDisplay=50&boardtype=L&articleid=5505028&referrerAllArticles=false,3040대
72,뽐뿌 4,20211029,,"블랙버스터 + 코리아세일페스타 
  
단품기준으로 정보드려요  
  
아시겠지만 혼...",https://www.ppomppu.co.kr/zboard/view.php?id=av&divpage=1&no=110057,3040대
73,울산맘 모여라,20211029,수현*****,"저는 설거지 정말 싫어 하거든요 
그래서 그런지 설거지 하나만 안해도 집안일 하기 수월한...",https://cafe.naver.com/ArticleRead.nhn?clubid=19611711&userDisplay=50&boardtype=L&articleid=2581077&referrerAllArticles=false,3040대
74,울산맘 모여라,20211029,유나*****,"가스렌지나 인덕션 하이라이트 아래장에 
식기세척기 쓸경우에 
자동문열림기능괜찮나요? 그...",https://cafe.naver.com/ArticleRead.nhn?clubid=19611711&userDisplay=50&boardtype=L&articleid=2581049&referrerAllArticles=false,3040대
75,맘스홀릭 베이비,20211029,22***,"비스포크 식기세척기 있는데요 
그럼 젖병소독기 따로 구매안해도 되나요?!",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=58006652&referrerAllArticles=false,3040대
76,스사사,20211029,팡팡**,안녕하세요? ㅎㅎ 곧 독립을 앞두고 있는데요 주방 식기류 랑 젓가락을 좋은거 쓰고싶어서요 ...,https://cafe.naver.com/ArticleRead.nhn?clubid=18786605&userDisplay=50&boardtype=L&articleid=1664989&referrerAllArticles=false,3040대
77,뽐뿌 4,20211029,,"냉장고 : 세미빌트인 620 L 
김치냉장고 : 330L  
워시타워 : 건조기 17K...",https://www.ppomppu.co.kr/zboard/view.php?id=av&divpage=1&no=110052,3040대
78,맘스&우먼,20211029,유미*,"식기세척기 이번에 들이는데 
세제는 어떤 거 쓰시는지 
추천 좀 해주세요 종류가 많네요",https://cafe.naver.com/ArticleRead.nhn?clubid=13098790&userDisplay=50&boardtype=L&articleid=1193068&referrerAllArticles=false,3040대
79,대구맘365_2,20211029,방촌****,"안쓰시는 혹은 버리는 식기세척기 있으실까요? 
브랜드상관없고 고장난것도 괜찮아요^^ 
...",https://cafe.naver.com/ArticleRead.nhn?clubid=24000254&userDisplay=50&boardtype=L&articleid=5549729&referrerAllArticles=false,3040대
80,파주운정맘,20211029,큐티**," 가짜 후기, 대가성 후기 신고센터 
https://cafe.naver.com/usem/...",https://cafe.naver.com/ArticleRead.nhn?clubid=12165814&userDisplay=50&boardtype=L&articleid=1739934&referrerAllArticles=false,3040대
81,레몬테라스2,20211029,삐삐****,"최대한 객관적으로 써봐요 ㅎ 
? 
남편 
출근 7시 퇴근7시반(출퇴근시간 왕복 90...",https://cafe.naver.com/ArticleRead.nhn?clubid=10298136&userDisplay=50&boardtype=L&articleid=28419882&referrerAllArticles=false,3040대
82,셀프인테리어 마이홈,20211029,빡구****,"? 
건조대를 없애고 깔끔한 주방을 
만들고싶어 식세기를 살려하는데 
의도에.맞을까요...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=632084&referrerAllArticles=false,3040대
83,동탄맘들?모여라3,20211029,핑크**,"연락주세요 
01049418017 
구입희망가 3만원 
?",https://cafe.naver.com/ArticleRead.nhn?clubid=12905973&userDisplay=50&boardtype=L&articleid=5504883&referrerAllArticles=false,3040대
84,셀프인테리어 마이홈,20211029,데이***,"전면형 부엌에 3600x 120 mm 아일랜드 설치 예정입니다. 
수전과 인덕션 모두 아...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=632059&referrerAllArticles=false,3040대
85,뽐뿌 4,20211029,,꼭 필요 하나요    호불호 일가요,https://www.ppomppu.co.kr/zboard/view.php?id=av&divpage=1&no=110043,3040대
86,동탄맘들 모여라,20211029,토닥*,식기세척기를 써본 적이 없는데 예전에 써보신 분들이 만족하시지 않아 설겆이를 하는게 차라리...,https://cafe.naver.com/ArticleRead.nhn?clubid=12905973&userDisplay=50&boardtype=L&articleid=5504775&referrerAllArticles=false,3040대
87,맘스홀릭 베이비,20211029,모모*****,"? 
 
자기주도이유식의 시작은 
범킨스 흡착식판을 준비하는 것부터 입니다!! 
?...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=58003893&referrerAllArticles=false,3040대
88,진주아지매,20211029,못된****,식기세척기 호스 연결 가능하신 분 소개부탁드립니다.,https://cafe.naver.com/ArticleRead.nhn?clubid=24207408&userDisplay=50&boardtype=L&articleid=1990368&referrerAllArticles=false,3040대
89,인천맘의 아띠아모,20211029,억이***,"미소로 몇번을 사람 바꿔가면서 정착했는데 
위드코로나되면 다른일때문에 못나오신다고해여 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=22897837&userDisplay=50&boardtype=L&articleid=5401961&referrerAllArticles=false,3040대
90,미즈넷(네이버),20211029,지니**,"식기세척기 들어갈자리에있던 
씽크대 들어냈더니 휑하네요.ㅎ 
밖에서 만들어서 가지고 들...",https://cafe.naver.com/ArticleRead.nhn?clubid=15724392&userDisplay=50&boardtype=L&articleid=2989258&referrerAllArticles=false,3040대
91,셀프인테리어 마이홈,20211029,나츠***,"저희 하수구가 지금 이렇게 생겼어요 
? 
하수구에서 냄새가 역류하는데.. 넘 짜증나요...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=631728&referrerAllArticles=false,3040대
92,레몬테라스5,20211029,토토**,"포항 경주 울산 대구 언양 칠곡 경산 
전기공사 및 조명설치공사 시공해드립니다. 
*아...",https://cafe.naver.com/ArticleRead.nhn?clubid=10298136&userDisplay=50&boardtype=L&articleid=28418177&referrerAllArticles=false,3040대
93,맘스홀릭 베이비,20211028,,위아래 절단 나중에 원상 복구 될까요?ㅜㅜ,https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57998021&referrerAllArticles=false,3040대
94,맘스홀릭 사과나무,20211028,따미**,"돌이 지나면서부터는 젖병을 끊고, 
빨대컵이나 컵 연습을 많이 시작하는 시기죠~ 
저 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=11578095&userDisplay=50&boardtype=L&articleid=5155644&referrerAllArticles=false,3040대
95,부산맘 아기사랑,20211028,,"혹시 식당하시는분들중 업소용식기세척기쓰시는분들
은색수저 세척기사용후 일일이 마른수건으로 ...",http://cafe.daum.net/_c21_/bbs_search_read?grpid=YfAr&fldid=4MAj&datanum=4475483,3040대
96,맘스홀릭 베이비,20211028,스윗***,이유식을 시작하면서 물을 조금씩 마시기 시작하는데 처음에는 빨대가 있는 빨대컵을 사용했어요...,https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57997053&referrerAllArticles=false,3040대
97,레몬테라스,20211028,뱃살***,"식기세척기 세제 추천 좀 해주세요. 
마구 마구 해주세요..",https://cafe.naver.com/ArticleRead.nhn?clubid=10298136&userDisplay=50&boardtype=L&articleid=28417717&referrerAllArticles=false,3040대
98,다자녀 가족 행복 만들기,20211028,다동**,"기사님 부르면 해체?해주시고 저희가 옮기나요? 
아님 이동까지 해주시나요????",https://cafe.naver.com/ArticleRead.nhn?clubid=17646503&userDisplay=50&boardtype=L&articleid=65154&referrerAllArticles=false,3040대
99,맘스홀릭 베이비_6,20211028,,"내일 드디어 오기로햇어요!! 
첫세척 어떻게 하면될꺼요? 
선반같은거 따로 다 닦고 그...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57995859&referrerAllArticles=false,3040대
100,세종맘모여라,20211028,율희*,고민고민 하다가 세척기 구입 하려고 하는데 괜찮은 브랜드 추천즘 해주세요,https://cafe.naver.com/ArticleRead.nhn?clubid=24361059&userDisplay=50&boardtype=L&articleid=3123094&referrerAllArticles=false,3040대
101,맘스홀릭 베이비,20211028,헬스**,"며칠전에 식기세척기 장만해서 설치했어요.. 
어머나ㅋ 건조기만큼 신세계네요. .ㅋ 
주...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57995379&referrerAllArticles=false,3040대
102,맘스홀릭 베이비,20211028,둥글**,"더블하트 젖병 식기 세척기 이용 가능한가요? 
? 
사용한다면 세척기 세제는 아기용 따...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57995099&referrerAllArticles=false,3040대
103,송도국제도시맘,20211028,지구***,"오브* 식기세척기를 구매하고 
오늘 사전답사를 왔는데요.. 
? 
걸레받이를 
1~...",https://cafe.naver.com/ArticleRead.nhn?clubid=26429203&userDisplay=50&boardtype=L&articleid=943408&referrerAllArticles=false,3040대
104,셀프인테리어 마이홈,20211028,아이**,"겨우 프레임만 만들어놓은채 이사를 했다. 
 
주방 집기들은 전혀 정리를 할 수 없어 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=631500&referrerAllArticles=false,3040대
105,오창맘모여라,20211028,커피******,이상하게 물통이나 텀블러같은거 설거지하는거 제일 싫어요. 왠지모르게 넣으면 안될꺼같아서 설...,https://cafe.naver.com/ArticleRead.nhn?clubid=12168089&userDisplay=50&boardtype=L&articleid=1550426&referrerAllArticles=false,3040대
106,임산부 모여라,20211028,파랑***,"저녁 먹고 설거지를 했어요 
간단하게 먹어도 설거지는 왜이리 많은지 모르겠어요 
식기 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=11291786&userDisplay=50&boardtype=L&articleid=4278221&referrerAllArticles=false,3040대
107,위례맘홀릭,20211028,,"식기세척기 들인지 얼마안됐어요. 
전자렌지에 들어가는것만 식기세척기에 넣음 된다고 해서 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=23137392&userDisplay=50&boardtype=L&articleid=527044&referrerAllArticles=false,3040대
108,나주맘톡,20211028,빵이*****,"2차맞은지3일이지나고잇어요.. 
침대서 못벗어나고ㅠ배달로 밥먹고 아기 학교수발도 못들어주...",https://cafe.naver.com/ArticleRead.nhn?clubid=27541958&userDisplay=50&boardtype=L&articleid=211845&referrerAllArticles=false,3040대
109,오창맘모여라,20211028,구름***,식기세척기 고민하고 있는데 나중에 하부장 원상복구 하게되면 비용이 어느정도 들까요??? 복...,https://cafe.naver.com/ArticleRead.nhn?clubid=12168089&userDisplay=50&boardtype=L&articleid=1550399&referrerAllArticles=false,3040대
110,맘스홀릭 베이비,20211028,오늘***,"? 
? 
19개월인 저희 아가는 자기주도유아식을 하고 있는데요. 되도록 아이 스스로 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57993011&referrerAllArticles=false,3040대
111,오행공(오산맘),20211028,여름**,"최근에 신규 아파트 입주하신분들 아파트 옵션 어디까지 하셨을까요? 
제일 고민되는게 시스...",https://cafe.naver.com/ArticleRead.nhn?clubid=24621251&userDisplay=50&boardtype=L&articleid=1412151&referrerAllArticles=false,3040대
112,맘스홀릭 베이비_4,20211028,여정**,"지난달 이맘때쯤이랑 구성도 가격도 똑같네요 
그때 안사신분이나 다쓰신분들 사시면 될듯해요...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57992776&referrerAllArticles=false,3040대
113,수원맘 모여라,20211028,,"? 
집에서 식기세척기를 돌리다보니 요런 틴케이스가 생기는데 뭘 담아서 정리해야 할까요 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=13276223&userDisplay=50&boardtype=L&articleid=6815272&referrerAllArticles=false,3040대
114,대구맘 수다방,20211028,현이*******,"사려고생각중인데 
써보신맘님들 어떤가요? 
가격이좀있어서 고민되서요 ㅜㅜ",https://cafe.naver.com/ArticleRead.nhn?clubid=21646440&userDisplay=50&boardtype=L&articleid=1856845&referrerAllArticles=false,3040대
115,셀프인테리어 마이홈,20211028,달래**,"사진은 캡처이고, 문제 시 삭제하겠습니다~ 
지금 싱크대는 유광화이트구요~ 원래 포인트를...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=631240&referrerAllArticles=false,3040대
116,대구맘365,20211028,고성****,"왜 이제야 샀을까요…. 
진짜 설거지 하나 안하는게 이렇게 편한건지 몰랐어요 
계속 고...",https://cafe.naver.com/ArticleRead.nhn?clubid=24000254&userDisplay=50&boardtype=L&articleid=5547854&referrerAllArticles=false,3040대
117,김해 줌마렐라,20211028,쪼꼬**,"결혼기념일 선물로 뭐 갖고 싶냐고 물어보길래 
눈치보다가 식세기 필요하다고 했는데 
주...",https://cafe.naver.com/ArticleRead.nhn?clubid=21031223&userDisplay=50&boardtype=L&articleid=2012239&referrerAllArticles=false,3040대
118,진주아지매,20211028,노노**,식기세척기주변에 장을 좀 합판으로 덧대서 수리를 해야하는데 견적이랑 업체가 궁금해요 ㅠ ㅠ...,https://cafe.naver.com/ArticleRead.nhn?clubid=24207408&userDisplay=50&boardtype=L&articleid=1989854&referrerAllArticles=false,3040대
119,맘스홀릭 베이비,20211028,비치*,"아기 용품 아무 것도 모르는 19주 예비맘입니다 
30주 되면 힘들어 진다해서 슬슬 준비...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57989474&referrerAllArticles=false,3040대
120,호평내맘놀이터,20211028,파이***,"구매하신 맘님들 후회없으신가요?~ 
한두푼이아니라 고민이 좀되어서요.. 
사라마라 해주...",https://cafe.naver.com/ArticleRead.nhn?clubid=25530129&userDisplay=50&boardtype=L&articleid=746485&referrerAllArticles=false,3040대
121,진해댁들,20211028,81****,"똑 떨어져서 어제 쿠팡으로 주문한다는게 깜박했어요 ㅜㅜ 
? 
지금 당장 오프라인으로 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=14952369&userDisplay=50&boardtype=L&articleid=1875066&referrerAllArticles=false,3040대
122,월곶맘스홀릭,20211028,아인***,"? 
이거요~",https://cafe.naver.com/ArticleRead.nhn?clubid=23876235&userDisplay=50&boardtype=L&articleid=142831&referrerAllArticles=false,3040대
123,은샘이네 초보요리,20211028,,"저번에 빗썸 깔아두고 코인좀 한다했다가 수익좀 봐서~~ㅋㅋ 
지금은 코인 다행히 다빼둔 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=10080092&userDisplay=50&boardtype=L&articleid=2607751&referrerAllArticles=false,3040대
124,맘스홀릭 베이비,20211028,남쪽**,"식기세척기 드뎌 설치했는데요 
? 
우에 공간 어떻게 활용할가요 
원래 밥솥이랑 전자...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57987837&referrerAllArticles=false,3040대
125,전주혁신맘 모여라,20211028,,"식기세척기를 주문을 하긴 했는데, 
장 설치하는데 30만원이 든다고 하더라구요ㅠ 
혹시...",https://cafe.naver.com/ArticleRead.nhn?clubid=26836209&userDisplay=50&boardtype=L&articleid=173111&referrerAllArticles=false,3040대
126,경주아이맘,20211028,,"세제 추천해주세요 !!! 
젖병도 식세기 돌리시는맘님들은 세제 따로 쓰세요?",https://cafe.naver.com/ArticleRead.nhn?clubid=11209065&userDisplay=50&boardtype=L&articleid=1426224&referrerAllArticles=false,3040대
127,김해 줌마렐라,20211028,아잇*,--------------------------------------------------...,https://cafe.naver.com/ArticleRead.nhn?clubid=21031223&userDisplay=50&boardtype=L&articleid=2011941&referrerAllArticles=false,3040대
128,뽐뿌 2,20211028,,"당연하죠, 지금 먹고 살만하다는 소리 하려면 
  
1년에 해외여행 한 두번은 해줘야 ...",https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&divpage=1&no=7634364,3040대
129,창원 줌마렐라,20211028,토닥***,"잠이 안와서 끄적여봅니다.. 
참고로 외벌이입니다. 
(결혼전에 남편이 외벌이 원했어요...",https://cafe.naver.com/ArticleRead.nhn?clubid=14793916&userDisplay=50&boardtype=L&articleid=5745411&referrerAllArticles=false,3040대
130,MLB파크,20211027,밀레**,"AI발전하는거 보면
시간문제 아닐지..
이미 로봇청소기, 식기세척기 등으로
가사가 많...",http://mlbpark.donga.com/mp/b.php?id=202110270061806600&p=1321&b=bullpen&m=view&select=&query=&user=&site=donga.com,3040대
131,지후맘의 임산부모여라,20211027,유니***,"하퍼스테이블 쉐프더마스터 주방놀이 들였죠. 거실이 훨씬 고급스럽고, 사랑스러운 공간이 되었...",https://cafe.naver.com/ArticleRead.nhn?clubid=15240504&userDisplay=50&boardtype=L&articleid=2777771&referrerAllArticles=false,3040대
132,MLB파크,20211027,밀레**,"가사도 그다지 많지 않을거고..
요즘은 로봇청소기에 식기세척기에 가사 노동도 줄고..
...",http://mlbpark.donga.com/mp/b.php?id=202110270061806411&p=1381&b=bullpen&m=view&select=&query=&user=&site=donga.com,3040대
133,수원맘 모여라,20211027,예남***,"판매자는 아래 사항을 꼭 기입해주세요. 
? 
1. 사는 동: 
? 
2. 환불 여...",https://cafe.naver.com/ArticleRead.nhn?clubid=13276223&userDisplay=50&boardtype=L&articleid=6814465&referrerAllArticles=false,3040대
134,광주맘 수다방,20211027,다온*********,"싱크대에 빌트인으로 식기세척기 할 공간이 없으면요 
? 
어떤 식기세척기를 사야하는건가...",https://cafe.naver.com/ArticleRead.nhn?clubid=21356801&userDisplay=50&boardtype=L&articleid=5287148&referrerAllArticles=false,3040대
135,천안아산줌마렐라,20211027,튼튼***,"? 
? 
지나가면서 봤는데 써보신 분 어떠셨는지 혹시 말해주실 수 있을까요? ^^ ...",https://cafe.naver.com/ArticleRead.nhn?clubid=26217677&userDisplay=50&boardtype=L&articleid=2992488&referrerAllArticles=false,3040대
136,용광맘모여라,20211027,별님*******,혹시 쓰시는 분 어떠세용?,https://cafe.naver.com/ArticleRead.nhn?clubid=11121149&userDisplay=50&boardtype=L&articleid=810321&referrerAllArticles=false,3040대
137,미즈넷(네이버),20211027,별콩***,"? 
돈까스 튀기고 있던 반찬이랑 국에 저녁 해결했어요 
설거지는 식기세척기에서 부탁해...",https://cafe.naver.com/ArticleRead.nhn?clubid=15724392&userDisplay=50&boardtype=L&articleid=2987444&referrerAllArticles=false,3040대
138,뽐뿌 2,20211027,,"세척 다끝내고 건조중인 상태였는데  
어디서 플라스틱? 타는냄새가 너무 심하게 나서 보니...",https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&divpage=1&no=7634015,3040대
139,맘스홀릭 베이비,20211027,누들**,"식기세척기 6인용 프로쉬 올인원 반 잘라서 넣는데요. 
그릇에 잔여 가루 붙어 나와요.....",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57979242&referrerAllArticles=false,3040대
140,뽐뿌 2,20211027,,"작년부터 고민하다가 이사온김에 샀습니다  
12인용 삼성껄루요  
  
사기전에 주변...",https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&divpage=1&no=7633987,3040대
141,광주맘 수다방,20211027,운암**********,"식세기 오늘설치했어용... 좋네용 ㅎ 
급한맘에 쿠팡로켓에서 에코버 세제 시켰는데 와.....",https://cafe.naver.com/ArticleRead.nhn?clubid=21356801&userDisplay=50&boardtype=L&articleid=5287016&referrerAllArticles=false,3040대
142,천안아산줌마렐라,20211027,튼튼***,"? 
? 
아기때매 1종세제 쓰는데 너무 기름기가 안잡혀요 ㅠ 
? 
리브레는 괜찮...",https://cafe.naver.com/ArticleRead.nhn?clubid=26217677&userDisplay=50&boardtype=L&articleid=2992382&referrerAllArticles=false,3040대
143,진주아지매,20211027,금찌**,"오프라인으로 식기세척기 직접 보고 구매하고싶은데 
종류도 많고 가격도 괜찮은 매장 추천부...",https://cafe.naver.com/ArticleRead.nhn?clubid=24207408&userDisplay=50&boardtype=L&articleid=1989353&referrerAllArticles=false,3040대
144,부산맘 아기사랑,20211027,,이사날짜가 잡혔는데 싱크대 위에 설치한 6인용 식기세척기는 이전시 따로 불러야하나요? 아님...,http://cafe.daum.net/_c21_/bbs_search_read?grpid=YfAr&fldid=4MAj&datanum=4474302,3040대
145,수원맘 모여라,20211027,릴리****,"안녕하세요 
화서주공4단지 80B타입으로 이사예정이에요 
? 
전에 살던집보다 많이 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=13276223&userDisplay=50&boardtype=L&articleid=6814233&referrerAllArticles=false,3040대
146,맘스홀릭 베이비,20211027,칠석**,"? 
두들앤코 팝앤고 올실리콘 쪽쪽이 2개와 
더츄 놀이형 치발기 2개. 
모두 10...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57976881&referrerAllArticles=false,3040대
147,셀프인테리어 마이홈,20211027,으니**,"비닐로 보양작업한다고 해도 싱크대 인조대리석 상판 교체하면 먼지 많이 날까요? 
교체하는...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=630412&referrerAllArticles=false,3040대
