TITLES,REVIEW,COMMENTS,TIME
두번째 작품: 스타일러 옆에 놓을 사방탁자,"공방 다니면서 되도록이면 배울때 집에 필요한 가구로 만들려고 고민해 보았고,현관 벤치에 이어 두번째로는 스타일러 옆면(회색)을 막아줄 사방탁자를 만들려고 했습니다.인터넷에서 한국가구 맞춤에 대한 장인들의 작업내용을 보고 장부맞춤을 해보고 싶어지기도 했습니다.​구성은 형태는 사방탁자형태이고, 실제 윗칸은 손님용 옷걸이, 아랫칸은 우리집 강아지 켄넬을 넣을려고 하고현대적인 느낌을 주고 싶어 뒷면을 여러가지 목재를 사용하여 다채로운 색상으로 구성해보았습니다.​Sketchup으로 설계를 한후에 제작을 했는데 얇고 긴 각재(1850)을 만드는게 상당히 까다롭더라구요. 계속 휨이 생겨서...그리고 맞춤은 맨위를 삼방연귀, 다른부분은 제비초리맞춤, 반턱짜임등으로 구성했고,뒷판의 구성은 하드메이플, 캄포, 소나무고재, 월넛, 다오, 소노클린, 부비가, 흑단을 사용하여 나무 고유의 색상 차이를 이용해서 만들었습니다.​초보라 짜임 연습시간도 오래걸리고 실제 제작하며 한쪽이라도 톱질에서 차이가 생기면 다시 만들어야 되서 꽤 시간이 걸렸습니다.​그래도 노력한 만큼 잘 나온거 같아서 만족하고 사용하고 있습니다.","[['대단하시네요 : ) 저는 만들생각보다 그냥 구경하는 쪽으로 ...이런건 너무 어려워요 ㅠㅠ'], ['처음에 선생님이 조금 걱정하시더라구요. 그래도 해보고 싶으니 하겠다고 해서 했는데...중간에 각재와 무한작업하면서 조금 지겨웠던 부분도 있었습니다. --;좀 더 합리적으로 제작할수 있는 방법을 생각해보는것도 좋을꺼 같아요'], ['결합부터 뒷판 집성에 옆면 반턱결합까지 손이 어마어마하게 가는 작업인 것 같아요 ㅎㅎㅎ저는 그냥 무늬만 예쁘게 맞춰서 도미노 도미노 !! ㅋㅋㅋ'], ['진짜 목공을 하셨습니다 아름답고 보기좋습니다'], ['감사합니다. 각재를 가지고 연귀맞춤을 해보니 또 다른 세상이 있는거 같았습니다.실력을 유지하려면 정말 지속적으로 해야될 것 같은게...문제네요.목공취미는 돈과 시간이 허락하지 않으면 어려울 듯 합니다.'], ['대단하십니다^^'], ['감사합니다 ^^ 언젠가는 의자를 한번 해보고 싶네요.'], ['무한작업의 결과가 너무 멋지네요! 하나뿐인 작품.어렵지만 아름답습니다~!'], ['감사합니다. 이사를 다녀도 가지고 다닐려구요.'], [''], ['감사합니다.^^'], ['아름다움이 경지에 이름니다.'], ['과찬이십니다. 감사합니다.'], ['너무 멋지게 만드셨어요'], ['감사합니다.~ 목공은 너무 시간이 잘가는거 같습니다.'], ['와우~~ 멋지게 잘 만드셨네요^^'], ['감사합니다~ 취목네로님~ 즐목하시는거 같아 부럽습니다.'], ['사방탁자의 진보가 어마어마 합니다 ㅎ'], ['감사합니다. 아직은 젊어서(?) 너무 진한색으로 안정적인 디자인으로 가고 싶지는 않아서 화이트오크 재질과 후판 디자인구성을 별도로 해봤습니다.'], ['훔..저도 요기 가끔가는곳인뎅...작년에 사무실에 있던것 같았는데...선생님이 감각적이라고 칭찬하시던 그거....아닌가...훔..'], ['아 보셨군요? 네 선생님이 칭찬해주셨었습니다. 계속 다니고 싶었는데....와이프의 압박(?) 땜시...주말에 하루 가는 것도 못하게 되었네요'], ['아...그만드셨구나....  혹시...퇴사하고 창업하신분? 이직인가? 전 아직 정교육 못받은 손님이에용ㅋㅋ'], ['아니요 계속 회사 다니고 있습니다 ㅋㅋ와이프가 주말에 오래 나가있는걸 싫어해서 그만뒀어요'], ['와우 굿굿굿'], ['감사합니다.'], ['스타일러는 눈에 들어오지도않아요 멋집니다'], ['스타일러 가리는 목적이 첫번째였어여 ㅋ'], ['과정도 결과물도 정말 멋있습니다~'], ['좋게 봐주셔서 감사합니다'], ['이야 너무 이쁩니ㅏㄷ!'], ['감사합니다~ 사는보다 직접 만들면 더 이뻐보이는거 같습니다'], ['지금 위치에 놓기에 아름다움이 과합니다. 솜씨 뿐 아니라 감각도 엄청나십니다. 진짜 탐나네요'], ['이런 사방탁자는 현대적이고 집에 잘 어울리네요 ㅎ 멋집니다.']]",2022.03.08. 09:57
패딩류 스타일러 자주 돌리시나요,패딩류 작년 겨울에는 매일같이 돌리다가​올해 문득​스팀도 다 물인데 스타일러를 매일같이 돌리는게​옷에 괜찮은지​패딩안의 우모에 도 나쁜영향을 주는것이 아닌가​해서 가끔씩 돌리고 있습니다. 겉감이 고어텍스인 패딩이랑 고어 인피니움 패딩 두가지 있는데 고어텍스에도 별로 좋지 않을것 같기도 하구요 ​다른분들은 외투들 자주 돌리시는지 궁금하네요~,"[['고어텍스같은건기능성옷 코스따로잇더라고요'], ['구스다운은 물세탁하는거라 크게 지장은 없을 것 같은데요'], ['전 매일은 아니고 세번에 한번정도 패딩 리프레시 코스 하고 있어요']]",2022.01.01. 09:43
"미 출시폰 들 사진 입니다(Q83,Q63,스타일러7)",Q83,"[['미 출시폰 볼수록 아쉽네요 ;;'], ['그러게요  ㅠㅠ'], ['참잘만들엇네요 ㅎ'], ['스타일로시리즈를 갤럭시의 노트처럼 했다면 잘 팔릴것같기도 했는데...이젠 그런거 없죠'], ['아 페북에서 물어보는걸 깜빡했네요 죄송합니다'], ['아 전 페북에 있던걸 퍼와서'], ['안드로이드 유저 모임 카페 입니다'], ['https://www.facebook.com/groups/622087388738935/permalink/980504029563934/ 여튼 멋대로 퍼온건 죄송합니다 전 어디 인터넷에서 떠도는 사진이나 언론에서 퍼온줄 알아서'], ['아 이거 제가 올린겁니다.'], ['기분나쁘셨다면 삭제하겠습니다.\n신기해서 올려본건데'], ['그럼 글 수정할게요.'], ['저도 글 지우도록 하겠습니다'], ['네 감사합니다  일단 수정해서 출처 밝히도록 하겠습니다'], ['본인이 찍으신거도 아니면서 ㅋㅋ 깐깐하시네요'], ['그놈의 지인타령 ㅋㅋ 널리널리 퍼저있네요 ㅎ'], ['예예 자칭 ""지인"" 많으셔서 좋으시겠네요~'], ['스타일로 화이트 땡기긴하네요'], ['https://bikroy.com/en/ad/lg-q83-6-128-5g-gaming-new-for-sale-barishal\n해외 중고사이트에서 파나보네요'], ['Q83은 확인되는데 스타일로7은 아무리 검색해도 못 찾겠네요ㅠㅠ'], ['https://market.m.taobao.com/app/idleFish-F2e/widle-taobao-rax/page-detail?wh_weex=true&wx_navbar_transparent=true&id=668200962493&ut_sk=1.Yf5mctKH%252FfcDAELjVf7RxvPS_21407387_1644400496815.copy.detail.668200962493.3148730038&forceFlush=1'], ['오.. Q63 뒷판이 예쁜듯 +_+'], ['펜 좋아보이네요.']]",2022.02.05. 16:59
LG 스타일러 판매합니다~,"LG 스타일러 정리합니다.2020년에 구입해서 몇번 사용하지 않아서 거의 새거나 다름 없습니다.5벌 걸수 있고 옷걸이도 5개 있습니다.미러형이고 LG전자에서 이전 설치 해드립니다.희망가격 65만원이고 에눌 조금 가능하오니 필요하신분 계시면 핸드폰 문자나 댓글 부탁드립니다.​​※예쁜카페 예카 벼룩양식: 1번~10번까지 (일번~십번까지) ​제목앞에[벼룩판매] 판매완료후 [판매완료] 꼭 붙여주세요!!  말머리선택 기능 활용 꼭 합시다. #실제 사진# (실사진 첨부가 아닐시 무조건 삭제 됩니다) ​1.물품명/브랜드명: LG 스타일러2.구입처와 구입시기: 하이마트,2020년3.제품설명(사이즈,색깔,낡은정도,상태 상세히 기재): 기재4.원산지:기재5.희망가격: 기재6.판매자 실명: 이영아7.판매자 연락처:01053486453 8.판매자 위치: 서울 양천구9.택배사: 기재10.배송료: 기재11.기타 특이사항:(물건의 하자여부 기재, 세탁및 취급주의 사항) ​<검색후 가격비교하세요> ​1.벼룩글을 올린직후 덧글을 무시한채  문자, 전화통화로 먼저 거래하는경우 분란이 생길수 있으니  유의해 주세요.  2.덧글로 찜한후 30분이 넘었는데 찜하신 분의 답이 없을경우는 두번째 덧글 쓴 분에게로 기회가 넘어가게 됩니다.  벼룩은 찜한분과 판매자 모두  빠른 소통이 중요합니다. ​덧글순☞쪽지순 ​*양식에 빈칸없이 적어주세요*",[],2022.03.29. 17:18
엘지스타일러렌탈 미러모델 만족하며 사용 중!,"미세먼지를 조심해야 할 환절기 날씨엔건강에 특히 유의해야 하기도 하지만외출을 할 때 묻어오는 먼지는 물론바이러스, 세균 까지도 조심하는 것이중요합니다. 특히나 지금 같은 시기에더 확산되고 있는 코로나 19 바이러스는방역을 준수해 조심해야만 할 겁니다.​오늘은 이처럼 외출 시 묻어 나오는바이러스, 세균, 먼지를 제거하기 위해엘지스타일러렌탈을 진행하신 고객님의후기를 함께 살펴보도록 하겠습니다.제품 모델명은 S5MBC 트롬 스타일러플러스 5벌형 블랙에디션 미러 입니다.엘지스타일러렌탈로 고민하시는 분들이계신다면 도움이 되길 바라겠습니다 :)​[S5MBC] 모델 렌탈 진행하신오O영 고객님의 후기입니다.","[['잘보고가용'], ['잘보았습니다'], ['좋네요!^^']]",2022.03.28. 13:50
lg스타일러 렌탈 부담없이 만족하면서 사용하자! 워너비 가전템!,"제 워너비 가전템은 바로 스타일러였어요구매하고 싶어도 놓을 자리도 없어서 포기했었던 때가 있었지만지금 드디어 스타일러를 마련할 수 있는 자리가 생겼답니다!하지만 지금 구매하려다보니 구매가가 부담스러워서저는 lg스타일러 렌탈을 진행하게 되었어요!미세먼지도 그렇고 코로나도 그렇고, 스타일러 하나쯤 있으면너무 좋을 것 같다라는 생각이 너무너무 머릿속을 지배하였답니다.그런데 저의 선택은 너무 잘 한 선택이였다고 제 자신을 칭찬합니다!우선 lg스타일러 렌탈을 하고 기능도 기능이지만 디자인이너무 고급스러워서 인테리어 측면에서도 만족하고 있어요​​​","[['lg스타일러 렌탈 알아봐야겠어요'], ['넵! 문의는 아래 링크에서요^^'], ['lg스타일러 렌탈 좋은정보네요^^'], ['감사해요!ㅎㅎ'], ['lg스타일러 렌탈 잘보고갑니다'], ['네감사해요~ㅎㅎ'], ['lg스타일러 렌탈 참고할게요~'], ['네참고하시고 문의사항은 아래링크에서 확인해주세요~ㅎㅎ'], ['lg스타일러 렌탈 공유해주셔서 감사해용'], ['별말슴을요!']]",2022.05.18. 10:18
스타일러에 가죽지갑을 넣었는데 손상됐어요 ㅠㅠ 복구가 가능할까요 ?,​주말에 여행을 갔는데 숙소에 의류 스타일러가 있었어요 ​가디건에 가죽 지갑이 들어있었는데 실수로 살균하고 다음날 확인해보니 수분 ? 이 다 빠지고 뻣뻣하게 말라있네요 ㅠㅠ ​차량용 가죽시트 클리너 / 코팅해주는 제품 보유중인데 사용해볼까요 ? ​좋은 방법이 있는지 궁굼합니다 ​즐거운 하루 보내세요 ^^,"[['뻣뻣해지면 가죽연화제라는게 있습니다.'], ['조언 감사드립니다 \n\n가죽 연화제 바르면 될까요 ?'], ['어떤상태인지 알수가 없으니 확답드리기가 어렵네요.\n인터넷 검색해보시고 비슷한 경우같을때 사용하시는게 좋을것 같습니다.'], ['조언 감사드립니다 \n\n지금 가죽 연화제 검색중입니다 ^^']]",2022.04.04. 12:22
스타일러 박씨의 情,스타일러 빤쮸 박상은님의 정 배달이요!!,"[['아이고 이번에 팔이다요?\n\n그래서 제꺼는요?'], ['애들이 벌써.......ㅠㅠ'], ['아고 배야 ㅜㅜ'], ['응가하러 가셔유~♥'], [''], ['ㅋㅋㅋ'], ['좋아하니 다행이네유~^^\n모건님 챙기지말고 애들조유ㅋ\n그런데 팔은 왜그런데유 ㅠㅠ?'], ['애들이 감사하다고 전해달래유~ ㅎㅎㅎ 포켓몬 삼촌 !! ㅋㅋㅋㅋ어제 태권도에서 다쳐서 ㅠㅠ'], ['그럼 이재 집에들어갈수 있는겁니꽈?'], ['아직은 ?ㅋㅋㅋㅋㅋㅋㅋ'], ['ㅋㅋㅋ 아까비'], ['제브 들고오면 문은 항상 활짝 열여있습니다요 ㅋㅋ'], ['그럼 제브리나랑 뜰채들고 갑니다~^^'], ['콜레어항만 문닫아놓고 1:1 오키도키 입니다요!!'], ['콜레어 말고 없잖아유 ㅡㅡ'], ['헉 8종을 전부????\n상은님 완전 능력자신가봐요 !!!\n저는 한달째 실패하다가 오늘 인터넷구매 처음 성공했어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ'], ['8종이네유!!! 아빠도 인싸 되지만, 애들도 인싸되는 마법의 피카츄빵 ㅎㅎㅎ'], ['어후 복수 무서워서 시작도 못하겠어요ㄷㄷ'], ['상은님 포켓몬빵에 진심이 묻어나네요ㅎㅎ']]",2022.05.31. 17:06
lg 트롬 스타일러 판매요,2020년 3월쯤 구매해서 사용 횟수는 15번 내외에요문이 미러형이고 5벌용이에요몇번 사용하지 않아서 상태 깨끗해요​,"[['스타일러 사면 잘쓰게되나요? 자리만차지하는거아닌가망설여짐'], ['필요하신 분들은 잘 쓰시더라구요\n겨울에 니트.패딩.스팀코스로 해주면 좋아요']]",2022.03.28. 12:18
LG 스타일러 5벌 S5MSB 특가 소식,LG 스타일러 5벌 S5MSB 특가 소식​,[['대략 22가지 브랜드를 알뜰한 가격으로 만나보세요']],2022.01.16. 13:16
차이슨 헤어스타일러,"* 벼룩시장 팝니다 게시판은 1일 2회 게시할 수 있습니다.    * 담당스탭: 비가좋아. 허쉬, 산사모 * 담당 스탭은 벼룩시장 거래에 있어 민/형사 상 어떠한 책임도 없으며, 단지 벼룩시장 게시판의 비상업적, 효율적 운영을 위해 규정의 위반사항만을 점검, 관리할 뿐이므로, 벼룩시장을 통한 거래 시 각별히 주의하시기 바랍니다.​［본 문］ ​1. 거주지역    : ​2. 물 품 명     : 차이슨헤어스타일러 ​3. 구입시기    :올해​4. 구입시가격 : 3만원이상​5. 희망가격    : 1만원​6. 상세설명    :비닐도 그대로있습니다​7. 특이사항/하자 : 차이슨 입니다​8. 구매우선순위 : 빠른거래 선호합니다 ​9. 실사사진    :​ 벼룩 판매시 연락처는 판매자의 여건에 따라 댓글,쪽지,문자,통화 등을 선택하여 사용하시기 바랍니다.​택배거래 금지, 선입금 금지, 반드시 직거래 원칙입니다. ​모바일 글작성시에도 거주지역, 실사사진, 특이사항 및 하자내용을 반드시 기재하기 바랍니다.","[['롤 드라이기인가요? 어디신가요'], ['쪽지드릴께요'], ['쳇주세요']]",2022.06.01. 08:23
S5GBP 4/5월 세일정보 오브제 컬렉션 스타일러,S5GBP 4/5월 세일정보 오브제 컬렉션 스타일러​스타일러를 설치한 드레스 룸이나 방 안 실내공기옷까지 최대 10L 제습 용량으로 보송하게관리할 수 있는 오브제 스타일러 S5GBP​혼수가전 싸게파는곳 가전플래너가격 문의는 견적 문의방으로 문의 주세요​,[['가격문의요']],2022.04.02. 17:54
"[체험단] [스타일러 by주부생활] 컬처렐 다이제스티브 헬스, 키즈패킷품평단 모집","[스타일러 by주부생활]컬처렐 다이제스티브 헬스, 키즈패킷품평단 모집​품평단 응모하단 링크를 통해꼭 개인정보를 작성해주세요.","[['신청완료'], ['신청완료했어요. ^^'], ['❤️ https://blog.naver.com/iluv2luvu89/222719289057신청완료!'], ['신청했습니다*^^*'], ['신청했어요'], ['신청 했습니다^^'], ['신청완료했어요'], ['신청했어요'], ['신청했어요:D'], ['신청완료 햇어용'], ['신청했습니당❤️'], ['신청했어요'], ['신청했어요'], ['신청 했어요'], ['신청합니다 ^^'], ['신청완료'], ['신청완요'], ['신청했습니다~'], ['신청했어요~^^'], ['신청했습니다.^^..'], ['신청하였어용.'], ['https://blog.naver.com/redteacher/222722531668신청완료 입니다~~^^'], ['응원해요!'], ['신청완료'], ['신청합니다.'], ['https://m.blog.naver.com/selj486/222722088254\n\n신청합니다'], ['신청합니다.'], ['신청합니다'], ['']]",2022.05.03. 09:43
이건 좀 여담이지만 스타일러(의류청정기) 사용하시는 분??,현재 이사한 오피스텔이 붙박이장도 하나고 평수도 기존 지내던 곳보다 1.5평정도 좁아져서 옷수납공간 확보차 술김에 스타일러 옆면에 접착식 후크를 붙여버렸음요ㅋ2개나ㅋㅋ운동복 상하의 걸려고ㅋ.. 문제 없겠쥬..? 접착력 쩔어서 안떨어지던데..,"[['문제 없냐는 게 작동 시 문제 없냐는 건가요?뭐, 문제는 없습니다. 제조사에서 권장은 안 하지만 그 정도 무게 붙인다고 제품에 무리가 가진 않습니다ㅋ'], ['뭐 여러의미에서의 문제인거죠ㅋㅋㅋ 그쵸 괜찮겠지요..?'], ['ㅋㅋㅋㅋ꼭 알려드릴게요 ㅋㅋㅋㅋ']]",2022.02.24. 08:21
LG 스타일러 살건데 무슨차이인지 아시는 분 계신가요,LG 스타일러 구매하려고하는데요같은 제품인것같은데품번은 달라서요​스펙 비교로 봐도 뭐가 다른지 모르겟는데 가격차이는 있어서요​어떤차이일까요? ㅠㅠㅠㅠㅠㅠㅠㅠ혹시 쓰시는분 아시는분 계실까요,"[['https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50704&docId=399724176&qb=czVnZm8gczVnb2M=&enc=utf8&section=kin.ext&rank=2&search_sort=0&spq=0'], ['내부케이스가 따로냐 통이냐 차이래요'], ['전혀모르겟네요ㅜㅜ\n봣을때 내부를 잘안봐가지공 힝'], ['저도 아무리 봐도 무슨 차이인지 모르겠네요~ 가전은 너무 어려워요'], ['케어솔루션...? 제생각엔 주기적으로 관리해주나본데요..? ㅋㅋㅋ ㅈㄴ짜 차이점을 모르겠네요\nhttps://cafe.naver.com/directwedding/3965246']]",2022.02.03. 17:37
스타일러 위치 정해주세요,스타일러가 거실한가운데 있으면 이상할까요?세탁실에 넣는 2안도 있습니다.,"[['제가 봤을 때는 괜찮은데요? 사용하기도 세탁실 안보다 괜찮을 것 같아요!'], ['앗 감사합니당'], ['거실에 두는 것도 괜찮아요~! 저도 이사 준비중인데 거실에 둘 생각하고 있어요^^'], ['너무감사해요ㅠㅠ'], ['저는 거실에 두고 썼었어요~ 거울있는 모델이면 너무 편리합니다'], ['저는 옷방에 두려구요~'], ['옷방 추천이요'], ['옷방 추천이요 생각보다 돌리면 소음이 있어요'], ['저도 스타일러 위치.고민이예요..ㅠ'], ['현관가까운곳이용 ㅎㅎ']]",2022.01.12. 10:51
S5BBP/S5MBP 4/5월 세일정보 LG 오브제 스타일러,S5BBP/S5MBP 4/5월 세일정보 LG 오브제 스타일러​스타일러를 설치한 드레스 룸이나 방 안 실내공기옷까지 최대 10L 제습 용량으로 보송하게관리할 수 있는 S5BBP/S5MBP​가전제품 싸게파는곳 가전플래너가격 문의는 견적 문의방으로 문의 주세요​,"[['엘지스타일러 S5BBP견적부탁드립니다.\n카드사할부및 할인행사 배송비 등등  혼수로 선물할예정입니다.'], ['S5BBP 정보 메일로 부탁드립니다!'], ['s5bbp 메일로 부탁드랴요'], ['S5MBP 견적부탁드리겠습니다. tjeodyd11@naver.com'], ['s5mbp 견적 쪽지부탁드려요^^'], ['S5bbp 견적부탁드립니다^^'], ['s5bbp/s5mbp 모델 \n견적 부탁드릴께용^^ \nplaygirl1214@naver.com'], ['S5BBP / S5MBP 견적 문의드려요~'], ['견적부탁드려요^^'], ['경적주세요'], ['안녕하세요 가전플래너입니다가전제품 견적문의는 가전플래너카페 내견적문의방으로 모델명  남겨주시면 가격을 안내 받으실 수 있습니다가전제품 견적문의방 링크 같이 보내드려요https://cafe.naver.com/MemoList.nhn?search.clubid=21717050&search.menuid=395&viewType=pc'], ['s5bbp 견적 쪽지 부탁드려요'], ['안녕하세요 가전플래너입니다가전제품 견적문의는 가전플래너카페 내견적문의방으로 모델명  남겨주시면 가격을 안내 받으실 수 있습니다가전제품 견적문의방 링크 같이 보내드려요https://cafe.naver.com/MemoList.nhn?search.clubid=21717050&search.menuid=395&viewType=pc'], ['S5BbP/S5mbp모델 견적 부탁드려요dulcejinju@naver.com입니다'], ['안녕하세요 가전플래너입니다가전제품 견적문의는 가전플래너카페 내견적문의방으로 모델명  남겨주시면 가격을 안내 받으실 수 있습니다가전제품 견적문의방 링크 같이 보내드려요https://cafe.naver.com/MemoList.nhn?search.clubid=21717050&search.menuid=395&viewType=pc']]",2022.04.10. 17:09
[기타용품후기] LG 워시타워/스타일러,"LG 워시타워와 스타일러 구입했는데,워시타워가 세탁기와 건조기가 붙어있어서 편리하네요.​세탁 후에 자동으로 세탁기에서 건조기로 떨어지는 기계가 생기면 정말 좋겠네요.​",[],2022.01.31. 21:49
스타일러 결재했어요 >^^<,드디어~~!저희 집에 스타일러가한자리 차지하겠네요 ㅋㅎㅋ3벌 짜리로 결재했고목요일날 배송옵니다.미세먼지 기타 바이러스로 부터 제 옷과건강을 보호해야죠 >**<생각보다 부피가 커서 집이 좁아지는건옥에 티지만갖고싶던 가전이라 기부니 짱짱입니다~  🙀😼​​이렇게 넓은 집에서 살았으면~~🙊,"[['저희도 사야지 사야지 하면서 여적 못 사고 있어요'], ['뽀송뽀송 새 옷 기대해요 ㅎㅎ'], ['스타일러 넘 좋져~~^^'], ['네 다들 칭찬하네요 ㅋㅋ'], ['사고싶어도 돈이 없어서 못사네욤..ㅠㅠ'], ['올해는 사시게 되겠죠^^'], ['우와~~좋으시겠네요^^축하드려요'], ['기대중에요^^'], ['스타일러 놓을 자리가 없네요ㅜㅜ'], ['저희도 겨우 마련했어요 ㅋㅋ'], ['잘사셨어요 ㅎㅎ'], ['감사합니다^^'], ['님네 집인 줄 알고 우와 했는데.. 사진은 아니였군요.\n스타일러 구매 축하드려요.'], ['우리 집이면 스타일러 2개 있을 크기네요 ㅋㅋ'], ['부러워요♡♡너무 좋으시겠어요^^']]",2022.01.17. 16:59
드디어 스타일러 영접!,결혼선물로 친오빠랑 새언니가 스타일러 사줬어요!​사실 나중에 새집 이사가면 받을까하다가 스타일러 넘나 갖고파서 그냥 미리 받아버렸답니다!ㅋㅋㅋ​예랑이가 담배를 피어서😢​첨에 삼성꺼샀는데 엘지가 좀더 좋아보여서 결국 엘지로 샀네요​,"[['맞아요!!  생각보다크죠~~~ 담배피면 더 필요할것 같아요^^'], ['스타일러 짱이네욥👍👍'], ['저도 엘지 오브제여요!! 잘쓰고 있지용 ㅎㅎ'], ['오오 되게 고급지구 이뻐요! 넘 좋은 선물이네용ㅎㅎ'], ['와 저도 스타일러 넘가지고프더라구용ㅋㅋ'], ['와 깔끔하규 색도 넘이쁜거같아옹!!!'], ['저도 스타일러 무조건 살거에여 ㅎ']]",2022.04.23. 13:50
LG스타일러렌탈로 밖에서 묻은 미세먼지 털어봐요!,요즘 비가 오긴하지만 미세먼지가 쉽게 사라지지 않아서 집안의 공기 뿐아니라 옷에 묻은 미세먼지를 어떻게 털어야 깨끗하게 털어질지 걱정이 많으실거라 생각이 들어요.. 저도 그런걱정을 하고 있기 때문인데요 ㅠㅠ​오늘은 LG스타일러렌탈로 아주 만족을하고 계시는 분의 후기를 가져왔어요!고객님이 설치하신 제품은 S5DOC LG 트롬 오브제컬렉션 스타일러 이제품이에요. 그럼 후기를 한번 보시죠!​[S5DOC] 모델 렌탈 진행하신강O희 고객님의 후기입니다.,"[['잘보았습니다'], ['잘보고갑니다'], ['잘 봤어요!']]",2022.03.16. 09:54
킬샷 물세탁+스타일러 건조,찾아보니 생각보다 물세탁에 대한 내용이 없어서 새해맞이 세탁했습니다.​스타일러 건조는 일반건조기 대비 마찰이나 열온도가 낮아 세탁 후 자주 이용하는데 지금까지 별 이상이 없어서 계속 애용중입니다...,[['기대(?)됩니다 후기!!']],2022.01.31. 11:03
몽클 패딩 구겨진거 스타일러로 펴지나요?,몽클 롱패딩을 보관상 구겨짐이ㅜㅜ​검색해보니 스팀기로 펴주면 된다고 나오던데혹시  집에 스타일러에 돌리면 펴질까요?​세탁소에 명품세탁 맡기면 될까요? ​유광이라서 구겨진게 신경쓰이네요ㅜㅜ​​,[],2022.02.11. 23:25
"우리 신혼집 가전소개 /
LG전자 오브제컬렉션 스타일러 S5RFO,
LG전자 오브제컬렉션 인덕션 BEI3CSQT,
LG전자 TV OLED65A1HNA,
LG전자 에어컨 휘센 FQ18DBWBN,
삼성 비스포크 공기청정기 AX053B810HGD",안녕하세요~! 우리 신혼집 가전소개 합니다 ~!목록은 아래와 같습니다 !!​LG전자 오브제컬렉션 스타일러 S5RFOLG전자 오브제컬렉션 인덕션 BEI3CSQTLG전자 TV OLED65A1HNALG전자 에어컨 휘센 FQ18DBWBN삼성 비스포크 공기청정기 AX053B810HGD​대부분의 가전을 lg에서 구입했습니다~!근데 공기청정기는 삼성 비스포크가 크기적인 부분이나 인테리어적 부분을 고려했을 때 더 낫겠다 싶었어요~!​그래서 공기청정기만 삼성에서 구입하였습니다.,"[['혹시 공무원아파트인가요~? (경찰인형이 있어서 여쭤봅니다)티비 사이즈 때문에 맞다면 참고하려구요^^'], ['아 인덕션 오브제꺼 예뿌네용 ㅠㅠㅠ!! 스타일러도 디자인 너무 잘빠진듯해요 ㅋㅋ']]",2022.05.01. 20:12
스타일러 제습이요~,온새미로님 글보고 지금 해봤는데요문활짝 열고기능은 요렇게 작동하는거 맞을까요?사용중이신분 알려주세용,"[['네 저두 문열고 실내제습해요~~~'], ['돌려놓고 나왔는데 들어가면 뽀송뽀송 했음 좋겠어요^^'], ['맞아요~ 물이 다 채워져서 소리나면 비우시고 하시면 되요. 스타일러 제습기능 진짜 좋아요.전 비올때 장농, 서랍 문 다열고 한번씩 제습하는데뽀송해요.또, 빨랫대 방에 넣고 제습해도 건조 잘 되요~근데 전기요금 걱정되요ㅡㅡ'], ['악 전기요금 ㅜㅜ 오늘부터 올랐다던데 쫌 걱정되긴하네요^^'], ['맞아요~'], ['ㅎㅎ 잘 맞게 돌린거같아 다행이예요'], ['작은 방 드레스룸 했는데 물통 2/3이 찼더라구요'], ['스타일러 제습기능 온습도계 확인하니까 습도 빨리 내려가더라구요!! 좋아여'], ['넵...\n진짜 습함 잘 잡더군요...\n저도 놀랐습니다...\n물통으로 가득 나와요...\n거실입니다...ㅎㅎ'], ['안방에 있어서 드레스룸에 옷장문 다 열어놓고 안방문닫고 스타일러로 실내제습해요~ 잘되더라구요ㅎ'], ['제습도 되고 향기도 나더라구요 저도 이번에 해봤는데 좋았어요']]",2022.07.01. 14:17
고데기 어헤즈 에어 픽서 스타일러,두번썼나 박스채 다 있는 거의 새거에요에어랩 있어서 얘는 거의 사놓고 쓸 일이 없었어요저 브러쉬 같은 게 뺐다 꼈다 할 수 있어서그냥 판고데기로도 쓰다가 웨이브 넣고 싶을 땐 브러쉬 끼워서 쓰면 되요바람도 나오고 이런 고데기 중에서는 스펙 괜찮은거 같아요~​,[],2022.01.18. 14:45
비달사순 에어스타일러 후기,"하도 염색을 많이해서 머리 끝이 다 상하는 바람에 이번에 아예 중단발로 자르게 되었어요 ㅠㅠ맨날 긴머리만 고집하다가 중단발하니까 어떻게 관리해야할지도 모르겠고맨날 묶고 다니다가 이번에 맘먹고 비달사순 에어스타일러 구입했어요ㅎㅎ드라이어랑 볼륨, 스타일링, 브러쉬 다 되는 올인원 제품이라 하나 사 놓으니까 너무 편하더라구요머리 말리면서 c컬로 살짝 말아주면 세상 깔끔하고 스타일링 잘돼요흐 이제 사람답게 다닐 수 있겠어요","[['좋을거같아요 ㅎ'], ['머릿결 많이 상하거나 하진 않나요?'], ['네 전혀 안 상해요 진짜 강추요!'], ['후기 잘 봤습니다'], ['리뷰잘봤어요']]",2022.02.24. 14:06
